timestamp,src_ip,username,password,command,session,eventid,attack_type,session_duration,command_count,failed_logins,common_commands
2025-10-31T12:34:54.380274+00:00,171.79.70.193,root,password,cat password.txt,5d1b486ab,a2eda,Brute Force,32,1.0,9.0,other
2025-10-31T12:36:01.380274+00:00,171.79.227.188,,,exit,11772bab6a,79877,Command Injection,42,28.0,1.0,touch
2025-10-31T12:35:49.380274+00:00,171.79.112.229,,,,b3d17b44f,60a36,Brute Force,34,1.0,2.0,other
2025-10-31T12:37:04.380274+00:00,171.79.195.67,,,exit,b75289ba46,61875,Brute Force,72,0.0,4.0,other
2025-10-31T12:37:26.380274+00:00,171.79.106.29,,,mkdir phoenix,37eb816ab3,f3365,Command Injection,357,5.0,1.0,ls
2025-10-31T12:37:55.380274+00:00,171.79.23.128,user,2233,exit,31f3ca6263,bdfbd,Command Injection,241,23.0,0.0,other
2025-10-31T12:38:10.380274+00:00,171.79.192.31,admin,3344,,b85265d18e,df076,Command Injection,139,28.0,1.0,echo
2025-10-31T12:39:02.380274+00:00,171.79.118.147,admin,root,,fb81d7334,b61f4,Command Injection,350,23.0,0.0,echo
2025-10-31T12:38:57.380274+00:00,171.79.180.16,guest,2233,ls,ec24a196c0,2ff4a,Command Injection,216,27.0,0.0,cat
2025-10-31T12:39:59.380274+00:00,171.79.70.108,oracle,toor,exit,bd26058a93,206a1,Command Injection,154,21.0,0.0,cat
2025-10-31T12:39:42.380274+00:00,171.79.149.32,root,2233,echo 'hi',a78d3adf92,4ca25,Command Injection,308,27.0,1.0,mkdir
2025-10-31T12:40:13.380274+00:00,171.79.78.44,,,,8c22492a6d,ae8d6,Command Injection,214,9.0,0.0,other
2025-10-31T12:41:31.380274+00:00,171.79.121.97,oracle,3344,mkdir phoenix,ee84f9ba43,97df6,Brute Force,101,0.0,9.0,other
2025-10-31T12:41:29.380274+00:00,171.79.70.3,,,,c2bc6787,24908,Command Injection,299,24.0,1.0,touch
2025-10-31T12:42:15.380274+00:00,171.79.9.71,,,,bb3952d87e,aa25b,Command Injection,103,23.0,0.0,ifconfig
2025-10-31T12:42:48.380274+00:00,171.79.50.192,,,ls,2ef4030dee,92f5a,Brute Force,6,3.0,2.0,other
2025-10-31T12:42:43.380274+00:00,171.79.12.15,test,2233,ls,91acb5084a,df0b8,Brute Force,47,4.0,6.0,other
2025-10-31T12:43:47.380274+00:00,171.79.172.88,root,,uname -a,c4c8239560,dee9b,Command Injection,166,8.0,0.0,ls
2025-10-31T12:44:29.380274+00:00,171.79.49.112,admin,root,cat password.txt,d32b79439d,40737,Command Injection,303,14.0,1.0,cat
2025-10-31T12:44:43.380274+00:00,171.79.44.82,oracle,,touch password.txt,a5d5239bfb,a5c33,Command Injection,76,15.0,1.0,ls
2025-10-31T12:44:49.380274+00:00,171.79.78.155,guest,3344,,137b453a1a,db978,Brute Force,50,3.0,1.0,other
2025-10-31T12:45:24.380274+00:00,171.79.223.181,root,1234,ls,cba4c290b1,d5557,Command Injection,392,21.0,0.0,other
2025-10-31T12:46:11.380274+00:00,171.79.199.52,,,,7242eb492e,c2203,Brute Force,65,0.0,1.0,other
2025-10-31T12:46:31.380274+00:00,171.79.9.118,,,exit,3335c42c86,61733,Command Injection,262,18.0,0.0,other
2025-10-31T12:47:02.380274+00:00,171.79.77.199,root,toor,mkdir phoenix,f15b470044,3f59c,Command Injection,31,18.0,1.0,touch
2025-10-31T12:47:55.380274+00:00,171.79.139.218,guest,2233,cat password.txt,eeaeca691a,ca23b,Command Injection,95,14.0,0.0,ifconfig
2025-10-31T12:47:51.380274+00:00,171.79.204.23,test,1234,mkdir phoenix,b74b733d0c,d75c7,Brute Force,104,2.0,2.0,other
2025-10-31T12:48:50.380274+00:00,171.79.252.238,test,2233,touch password.txt,4b07b7d4f6,afd7d,Command Injection,100,20.0,0.0,touch
2025-10-31T12:48:56.380274+00:00,171.79.154.53,ftp,root,,cc08fb30c0,40c22,Command Injection,52,25.0,0.0,ls
2025-10-31T12:49:21.380274+00:00,171.79.130.93,admin,toor,,6e379b6d0b,325e7,Other,125,2.0,2.0,other
2025-10-31T12:49:50.380274+00:00,171.79.246.14,,,exit,78cee60ca9,8a0a9,Brute Force,21,2.0,3.0,other
2025-10-31T12:50:07.380274+00:00,171.79.11.103,,,cd /tmp,70d6a9c79,79323,Command Injection,48,6.0,1.0,ls
2025-10-31T12:50:46.380274+00:00,171.79.97.6,user,root,,b6b7f29a8c,421e8,Command Injection,279,15.0,1.0,mkdir
2025-10-31T12:51:42.380274+00:00,171.79.9.213,,,echo 'hi',cf6f295bd5,da9f5,Command Injection,335,11.0,1.0,exit
2025-10-31T12:51:59.380274+00:00,171.79.134.137,oracle,2233,echo 'hi',94a2ca974a,9c416,Command Injection,174,23.0,1.0,touch
2025-10-31T12:52:30.380274+00:00,171.79.50.10,,,echo 'hi',b4f5569839,3fc1d,Command Injection,318,22.0,1.0,cat
2025-10-31T12:53:33.380274+00:00,171.79.243.96,,,uname -a,c9cb4437aa,d40bf,Other,25,6.0,1.0,other
2025-10-31T12:54:03.380274+00:00,171.79.179.232,,,exit,a34e8b7121,bdfa1,Command Injection,258,6.0,1.0,echo
2025-10-31T12:54:27.380274+00:00,171.79.113.253,oracle,2233,cd /tmp,87b8ac6157,82750,Other,186,9.0,0.0,other
2025-10-31T12:54:53.380274+00:00,171.79.12.40,admin,root,,535e57d13,4aa59,Brute Force,58,0.0,8.0,other
2025-10-31T12:55:10.380274+00:00,171.79.52.249,root,password,,1559ea6cb6,1ebf2,Command Injection,119,12.0,0.0,other
2025-10-31T12:56:04.380274+00:00,171.79.254.76,,,,75a5222a4d,64084,Brute Force,6,4.0,7.0,other
2025-10-31T12:56:02.380274+00:00,171.79.217.88,ftp,password,,26149aea20,e31ae,Brute Force,9,2.0,4.0,other
2025-10-31T12:56:19.380274+00:00,171.79.168.181,ftp,1234,exit,994281eb9c,9f83f,Command Injection,172,20.0,1.0,mkdir
2025-10-31T12:56:42.380274+00:00,171.79.64.132,admin,toor,cd /tmp,359f05d4ed,21f8c,Command Injection,180,20.0,1.0,mkdir
2025-10-31T12:57:10.380274+00:00,171.79.103.80,,,cd /tmp,36100f03f0,46000,Command Injection,41,9.0,1.0,cat
2025-10-31T12:58:30.380274+00:00,171.79.27.56,admin,2233,exit,b4a6a5456d,8500f,Brute Force,79,1.0,6.0,other
2025-10-31T12:58:10.380274+00:00,171.79.180.33,root,password,,d5933dee4a,b2018,Command Injection,290,23.0,1.0,echo
2025-10-31T12:58:46.380274+00:00,171.79.139.246,,,,99fe8c7324,523b8,Command Injection,127,8.0,0.0,echo
2025-10-31T12:59:15.380274+00:00,171.79.60.53,user,2233,exit,420e25d069,40e6d,Command Injection,284,17.0,1.0,ifconfig
2025-10-31T13:00:04.380274+00:00,171.79.169.80,guest,1234,exit,b0b603feda,665b0,Command Injection,376,28.0,0.0,touch
2025-10-31T13:00:48.380274+00:00,171.79.245.167,oracle,2233,,5ec84b21b1,73eda,Command Injection,228,27.0,1.0,ls
2025-10-31T13:01:00.380274+00:00,171.79.231.247,,,ifconfig,b0a3056433,71dca,Command Injection,245,21.0,1.0,other
2025-10-31T13:01:22.380274+00:00,171.79.184.111,,,touch password.txt,602c397cd6,bc410,Command Injection,271,27.0,1.0,ls
2025-10-31T13:01:48.380274+00:00,171.79.54.213,ftp,pass,exit,cf64afb5,e32f3,Command Injection,185,20.0,0.0,mkdir
2025-10-31T13:02:21.380274+00:00,171.79.144.242,,,,4e02d33d92,a5f6d,Command Injection,385,24.0,1.0,echo
2025-10-31T13:03:21.380274+00:00,171.79.43.7,guest,pass,cat password.txt,994541037,739a9,Command Injection,326,17.0,0.0,mkdir
2025-10-31T13:04:04.380274+00:00,171.79.137.10,,,,84ab345d95,28027,Command Injection,398,11.0,1.0,mkdir
2025-10-31T13:04:06.380274+00:00,171.79.212.49,guest,1234,touch password.txt,c0dbd24d28,9fd45,Command Injection,176,8.0,1.0,ls
2025-10-31T13:04:19.380274+00:00,171.79.77.248,,,ls,78f24b957a,ac50b,Command Injection,291,29.0,0.0,ifconfig
2025-10-31T13:05:34.380274+00:00,171.79.218.21,,,exit,e0d74c5394,db085,Command Injection,185,9.0,1.0,mkdir
2025-10-31T13:05:24.380274+00:00,171.79.174.198,,,,11f61e4c1,3cc22,Brute Force,103,0.0,8.0,other
2025-10-31T13:05:39.380274+00:00,171.79.152.127,guest,3344,cat password.txt,3d4b85fb7,9de76,Command Injection,116,13.0,0.0,mkdir
2025-10-31T13:06:08.380274+00:00,171.79.18.211,,,touch password.txt,7894926411,917ba,Command Injection,92,8.0,0.0,ls
2025-10-31T13:06:41.380274+00:00,171.79.166.210,user,3344,touch password.txt,399a8e31ad,45423,Other,197,3.0,0.0,other
2025-10-31T13:07:15.380274+00:00,171.79.195.51,guest,1234,mkdir phoenix,e30c1b4d2,9a8b0,Brute Force,79,2.0,7.0,other
2025-10-31T13:07:53.380274+00:00,171.79.128.79,root,3344,mkdir phoenix,4c6d6eb1b,36372,Command Injection,177,5.0,0.0,ls
2025-10-31T13:08:51.380274+00:00,171.79.128.10,user,password,,70b7cafb56,efb31,Brute Force,36,2.0,2.0,other
2025-10-31T13:09:35.380274+00:00,171.79.166.177,test,password,cat password.txt,e3f47653a4,c4c31,Command Injection,230,18.0,1.0,ifconfig
2025-10-31T13:09:57.380274+00:00,171.79.34.82,test,2233,,48dd453999,7d43b,Command Injection,264,18.0,1.0,ifconfig
2025-10-31T13:09:59.380274+00:00,171.79.47.148,ftp,pass,,378d9d3801,edd58,Command Injection,135,9.0,1.0,other
2025-10-31T13:10:48.380274+00:00,171.79.101.124,,,ls,994c452947,a07dd,Command Injection,281,27.0,0.0,ifconfig
2025-10-31T13:11:10.380274+00:00,171.79.197.242,admin,root,echo 'hi',41eb2a2d65,9a691,Command Injection,32,26.0,1.0,other
2025-10-31T13:11:57.380274+00:00,171.79.66.253,root,3344,cat password.txt,a2c04dcc8a,d2386,Brute Force,56,2.0,5.0,other
2025-10-31T13:12:08.380274+00:00,171.79.201.137,user,toor,touch password.txt,4098503bb,a3c82,Brute Force,105,2.0,8.0,other
2025-10-31T13:12:50.380274+00:00,171.79.216.40,oracle,2233,echo 'hi',e971135a4,76d87,Command Injection,366,13.0,1.0,ls
2025-10-31T13:12:49.380274+00:00,171.79.179.66,user,root,,9256f5e46b,85056,Brute Force,64,1.0,8.0,other
2025-10-31T13:13:11.380274+00:00,171.79.83.103,,,cd /tmp,8e1ed41d0c,56b17,Command Injection,86,12.0,1.0,exit
2025-10-31T13:14:21.380274+00:00,171.79.34.3,admin,root,,58875df8b8,1ee29,Brute Force,38,2.0,8.0,other
2025-10-31T13:14:37.380274+00:00,171.79.74.237,admin,2233,touch password.txt,3a9b9f0ae2,4de51,Command Injection,228,11.0,0.0,mkdir
2025-10-31T13:14:47.380274+00:00,171.79.69.125,oracle,2233,echo 'hi',cde59b4d4f,8ad9b,Command Injection,101,9.0,0.0,cat
2025-10-31T13:15:39.380274+00:00,171.79.21.114,ftp,1234,,9b975e3725,ea47d,Command Injection,349,14.0,0.0,other
2025-10-31T13:16:35.380274+00:00,171.79.175.44,,,echo 'hi',4dd6680a3,2a501,Brute Force,98,4.0,9.0,other
2025-10-31T13:16:22.380274+00:00,171.79.58.69,,,,3fd2d74a94,6a5b7,Brute Force,98,1.0,7.0,other
2025-10-31T13:17:18.380274+00:00,171.79.46.53,guest,3344,,8e35d78f,6077f,Brute Force,99,2.0,9.0,other
2025-10-31T13:17:35.380274+00:00,171.79.181.125,ftp,pass,ifconfig,518407301d,21013,Brute Force,106,1.0,1.0,other
2025-10-31T13:17:57.380274+00:00,171.79.38.223,admin,root,cat password.txt,b687b836c1,5e85e,Command Injection,188,11.0,0.0,ls
2025-10-31T13:18:49.380274+00:00,171.79.229.84,user,1234,,571ecaedfd,9125f,Brute Force,13,1.0,2.0,other
2025-10-31T13:19:36.380274+00:00,171.79.229.189,,,touch password.txt,b41f656855,a86d0,Command Injection,206,7.0,1.0,mkdir
2025-10-31T13:19:52.380274+00:00,171.79.217.189,,,,308ff508ec,3c3a4,Command Injection,152,20.0,0.0,exit
2025-10-31T13:20:13.380274+00:00,171.79.2.180,,,,a20d04ed37,6f18a,Command Injection,184,10.0,1.0,other
2025-10-31T13:21:05.380274+00:00,171.79.101.174,,,ls,232751ecc7,8c1df,Command Injection,229,23.0,1.0,ifconfig
2025-10-31T13:20:57.380274+00:00,171.79.191.248,admin,2233,uname -a,cc25d5dff0,275a8,Command Injection,183,14.0,0.0,touch
2025-10-31T13:21:22.380274+00:00,171.79.35.84,guest,2233,,6f5a910ee8,902fc,Command Injection,195,18.0,0.0,ls
2025-10-31T13:22:33.380274+00:00,171.79.72.249,guest,1234,ls,a97ab15bdc,df37b,Brute Force,97,4.0,7.0,other
2025-10-31T13:22:48.380274+00:00,171.79.163.105,oracle,1234,,d37757cb9b,72b20,Command Injection,182,26.0,0.0,echo
2025-10-31T13:22:42.380274+00:00,171.79.124.58,,,,9f9faf3452,8eaa1,Command Injection,322,24.0,0.0,exit
2025-10-31T13:23:54.380274+00:00,171.79.211.65,user,,uname -a,71f034102e,be1d6,Command Injection,330,17.0,0.0,exit
2025-10-31T13:23:46.380274+00:00,171.79.34.24,user,,uname -a,c8fe2bb70b,cf160,Brute Force,119,3.0,5.0,other
2025-10-31T13:24:41.380274+00:00,171.79.140.138,admin,3344,,1a8b293cd7,34266,Command Injection,288,16.0,0.0,ls
2025-10-31T13:25:02.380274+00:00,171.79.160.101,,,exit,c2fa044684,277b3,Command Injection,193,17.0,0.0,cat
2025-10-31T13:26:02.380274+00:00,171.79.34.112,,,exit,b06d98e650,78dd9,Command Injection,354,23.0,1.0,exit
2025-10-31T13:26:19.380274+00:00,171.79.108.116,,,touch password.txt,9a92422ab4,d7754,Command Injection,198,22.0,1.0,other
2025-10-31T13:26:27.380274+00:00,171.79.99.128,ftp,3344,cd /tmp,4f3116dd50,2fb5b,Command Injection,102,18.0,0.0,mkdir
2025-10-31T13:26:38.380274+00:00,171.79.243.176,,,,5463d4fba,bb206,Command Injection,31,23.0,0.0,echo
2025-10-31T13:28:05.380274+00:00,171.79.228.82,test,toor,exit,b940c47763,df424,Brute Force,110,1.0,1.0,other
2025-10-31T13:27:41.380274+00:00,171.79.44.106,,,touch password.txt,ce692b7809,e04dd,Other,125,1.0,1.0,other
2025-10-31T13:28:31.380274+00:00,171.79.142.134,,,touch password.txt,2e852eb2f2,81c58,Command Injection,260,20.0,0.0,touch
2025-10-31T13:28:39.380274+00:00,171.79.242.114,oracle,toor,touch password.txt,65a3ad9070,6f278,Brute Force,81,3.0,7.0,other
2025-10-31T13:29:20.380274+00:00,171.79.96.92,test,1234,,3d76db645,aea3e,Command Injection,263,5.0,1.0,echo
2025-10-31T13:30:06.380274+00:00,171.79.113.204,,,uname -a,c179a13182,d76dd,Command Injection,97,29.0,0.0,mkdir
2025-10-31T13:30:45.380274+00:00,171.79.43.163,,,echo 'hi',f032911a40,d76be,Command Injection,159,22.0,0.0,touch
2025-10-31T13:30:41.380274+00:00,171.79.57.106,,,,8e2abdcd7f,a2e78,Brute Force,34,2.0,3.0,other
2025-10-31T13:31:32.380274+00:00,171.79.56.126,,,ls,7eb2a8aacc,50e90,Brute Force,15,1.0,2.0,other
2025-10-31T13:31:57.380274+00:00,171.79.99.104,test,2233,cat password.txt,341ebcd0ff,b501c,Command Injection,293,6.0,0.0,ifconfig
2025-10-31T13:32:15.380274+00:00,171.79.114.20,,,,79b4ba1acf,5361f,Command Injection,244,12.0,1.0,other
2025-10-31T13:33:03.380274+00:00,171.79.189.83,admin,toor,uname -a,9f2145fd3,4b784,Brute Force,115,1.0,8.0,other
2025-10-31T13:33:11.380274+00:00,171.79.105.220,root,1234,ls,e966b5bb17,cde00,Command Injection,271,25.0,1.0,other
2025-10-31T13:33:52.380274+00:00,171.79.204.39,root,,ls,41a8626a2e,bbed1,Command Injection,245,22.0,0.0,ls
2025-10-31T13:34:14.380274+00:00,171.79.219.74,oracle,toor,echo 'hi',43cf679306,24cb9,Command Injection,128,18.0,1.0,echo
2025-10-31T13:34:59.380274+00:00,171.79.175.199,root,toor,cd /tmp,9ceb7c0fb,2eca8,Command Injection,298,6.0,0.0,other
2025-10-31T13:35:40.380274+00:00,171.79.34.230,admin,password,,76af73db0,2695f,Command Injection,352,22.0,0.0,ls
2025-10-31T13:36:28.380274+00:00,171.79.203.133,,,touch password.txt,dc3c5c5081,6c2fa,Command Injection,58,22.0,1.0,mkdir
2025-10-31T13:36:47.380274+00:00,171.79.129.37,user,2233,,a25f7af4ae,d86bc,Command Injection,172,14.0,0.0,echo
2025-10-31T13:36:52.380274+00:00,171.79.73.177,,,cat password.txt,3ce98c4d7,cf9e1,Brute Force,119,1.0,3.0,other
2025-10-31T13:38:04.380274+00:00,171.79.77.25,guest,root,,66f924c589,f31c5,Brute Force,69,4.0,6.0,other
2025-10-31T13:38:31.380274+00:00,171.79.43.100,root,3344,,a89fae06f4,3ba22,Brute Force,80,1.0,8.0,other
2025-10-31T13:38:52.380274+00:00,171.79.213.215,,,cd /tmp,3a2633f55b,1fa90,Command Injection,190,11.0,1.0,touch
2025-10-31T13:39:13.380274+00:00,171.79.114.220,user,3344,ifconfig,da269df21b,a9182,Command Injection,130,25.0,1.0,mkdir
2025-10-31T13:39:58.380274+00:00,171.79.172.85,ftp,toor,cat password.txt,6261930d82,c2d18,Brute Force,74,0.0,9.0,other
2025-10-31T13:39:39.380274+00:00,171.79.224.1,guest,root,,e839935339,d5012,Brute Force,98,4.0,2.0,other
2025-10-31T13:40:28.380274+00:00,171.79.102.205,oracle,root,,629d4a859f,99477,Brute Force,37,1.0,4.0,other
2025-10-31T13:41:36.380274+00:00,171.79.15.242,guest,toor,uname -a,7a3ae43900,b027f,Brute Force,116,3.0,9.0,other
2025-10-31T13:41:46.380274+00:00,171.79.241.215,guest,pass,cat password.txt,e860f32324,ef690,Brute Force,90,0.0,8.0,other
2025-10-31T13:41:54.380274+00:00,171.79.48.146,,,exit,3621076ce3,42079,Brute Force,27,4.0,1.0,other
2025-10-31T13:42:39.380274+00:00,171.79.152.21,,,ls,588ba2e98e,b31b3,Command Injection,210,11.0,1.0,mkdir
2025-10-31T13:42:54.380274+00:00,171.79.150.190,,,,d1612c449,4aa40,Other,182,0.0,2.0,other
2025-10-31T13:43:33.380274+00:00,171.79.69.227,,,uname -a,89ec43e34a,67b69,Brute Force,15,2.0,1.0,other
2025-10-31T13:43:52.380274+00:00,171.79.6.16,,,mkdir phoenix,26ef1c2eb2,b264a,Command Injection,302,13.0,1.0,exit
2025-10-31T13:44:33.380274+00:00,171.79.147.153,test,toor,mkdir phoenix,167d4f17c6,eb706,Command Injection,286,9.0,1.0,mkdir
2025-10-31T13:45:10.380274+00:00,171.79.174.207,root,2233,,e0ec77c2ff,35119,Command Injection,344,14.0,1.0,ls
2025-10-31T13:45:20.380274+00:00,171.79.231.164,guest,3344,,28819c7920,b27f1,Command Injection,66,13.0,1.0,echo
2025-10-31T13:45:44.380274+00:00,171.79.147.182,,,cd /tmp,dcb5ccb63,73b8a,Other,31,0.0,2.0,other
2025-10-31T13:46:42.380274+00:00,171.79.221.87,ftp,3344,,1eaa5d89cf,358bc,Command Injection,393,6.0,1.0,ifconfig
2025-10-31T13:47:28.380274+00:00,171.79.131.214,,,,4765a8ab73,5d9ea,Command Injection,223,12.0,0.0,echo
2025-10-31T13:47:43.380274+00:00,171.79.17.183,oracle,2233,uname -a,94de35318b,d6d5e,Brute Force,71,4.0,7.0,other
2025-10-31T13:47:50.380274+00:00,171.79.183.156,,,mkdir phoenix,8123094456,63b34,Command Injection,335,27.0,0.0,mkdir
2025-10-31T13:48:10.380274+00:00,171.79.219.78,root,root,cd /tmp,5ffba8b692,78600,Command Injection,270,21.0,0.0,ifconfig
2025-10-31T13:49:10.380274+00:00,171.79.5.214,test,pass,cat password.txt,e0302a458f,d923c,Command Injection,164,18.0,1.0,touch
2025-10-31T13:49:23.380274+00:00,171.79.159.238,oracle,root,cd /tmp,74f78ef918,3ee05,Brute Force,51,2.0,6.0,other
2025-10-31T13:50:30.380274+00:00,171.79.23.65,,,ifconfig,a297c31ac7,d7e36,Brute Force,15,1.0,3.0,other
2025-10-31T13:50:58.380274+00:00,171.79.92.42,admin,2233,ifconfig,97e88ba26a,6cf15,Command Injection,129,9.0,0.0,ls
2025-10-31T13:51:10.380274+00:00,171.79.29.72,ftp,1234,cat password.txt,24c07cea7f,c9247,Command Injection,219,11.0,1.0,ifconfig
2025-10-31T13:51:20.380274+00:00,171.79.52.242,,,uname -a,cc4077a6e6,f393b,Command Injection,393,19.0,1.0,other
2025-10-31T13:51:56.380274+00:00,171.79.82.240,user,3344,,786bdbd9c7,9900d,Command Injection,87,13.0,1.0,echo
2025-10-31T13:52:24.380274+00:00,171.79.40.48,root,pass,uname -a,c3d931cc27,b4f16,Command Injection,56,12.0,1.0,ifconfig
2025-10-31T13:52:40.380274+00:00,171.79.242.147,,,,72fef1b6ce,a1a40,Brute Force,87,2.0,5.0,other
2025-10-31T13:53:47.380274+00:00,171.79.209.203,,,echo 'hi',dae6b85afb,73e47,Brute Force,98,1.0,9.0,other
2025-10-31T13:54:23.380274+00:00,171.79.1.93,admin,pass,,3576573ef6,5c05b,Brute Force,10,3.0,8.0,other
2025-10-31T13:54:51.380274+00:00,171.79.146.224,,,,6e1fedb628,28dbf,Brute Force,12,0.0,2.0,other
2025-10-31T13:54:45.380274+00:00,171.79.119.87,ftp,3344,touch password.txt,646f29a519,7a3e2,Command Injection,181,6.0,1.0,touch
2025-10-31T13:55:17.380274+00:00,171.79.175.8,user,,ifconfig,cb3671a5,727fb,Command Injection,381,19.0,1.0,ifconfig
2025-10-31T13:55:53.380274+00:00,171.79.160.175,oracle,password,ls,429bc85c71,b167c,Command Injection,215,25.0,0.0,other
2025-10-31T13:56:12.380274+00:00,171.79.247.115,root,pass,ifconfig,eae0ae03c9,58810,Command Injection,41,14.0,0.0,ls
2025-10-31T13:57:25.380274+00:00,171.79.216.11,test,3344,exit,e433818d68,9e020,Command Injection,282,16.0,1.0,echo
2025-10-31T13:57:19.380274+00:00,171.79.179.159,,,,37f345b450,41526,Command Injection,360,28.0,0.0,other
2025-10-31T13:58:05.380274+00:00,171.79.191.251,ftp,password,exit,7a36a6a3e,bd78f,Command Injection,262,6.0,0.0,mkdir
2025-10-31T13:59:01.380274+00:00,171.79.118.36,,,,618825188d,3703e,Command Injection,313,19.0,0.0,exit
2025-10-31T13:58:51.380274+00:00,171.79.32.20,,,,43417e6fc8,da57f,Other,91,8.0,0.0,other
2025-10-31T14:00:01.380274+00:00,171.79.84.109,,,,c516b2eb36,e2c24,Command Injection,328,29.0,0.0,echo
2025-10-31T14:00:23.380274+00:00,171.79.230.71,,,exit,ece25c0c77,24291,Command Injection,81,5.0,1.0,ls
2025-10-31T14:00:48.380274+00:00,171.79.203.112,user,password,ls,cd6407aa7b,ae79d,Command Injection,49,20.0,0.0,exit
2025-10-31T14:00:55.380274+00:00,171.79.119.248,oracle,toor,touch password.txt,b665a1af9f,d55cb,Command Injection,108,13.0,0.0,other
2025-10-31T14:01:54.380274+00:00,171.79.139.96,,,,f40e089206,76119,Brute Force,39,1.0,6.0,other
2025-10-31T14:02:32.380274+00:00,171.79.181.249,admin,password,,e7860e737e,26af5,Brute Force,14,0.0,5.0,other
2025-10-31T14:02:34.380274+00:00,171.79.69.251,,,echo 'hi',41c2e1e716,4335f,Command Injection,305,23.0,1.0,ifconfig
2025-10-31T14:03:13.380274+00:00,171.79.177.162,,,echo 'hi',a87ac21422,3af91,Other,113,5.0,1.0,other
2025-10-31T14:03:29.380274+00:00,171.79.45.56,root,toor,echo 'hi',95cd47e5a2,f2310,Command Injection,393,21.0,0.0,other
2025-10-31T14:04:11.380274+00:00,171.79.83.146,,,ls,f06bfd16a0,c6629,Command Injection,355,13.0,1.0,ifconfig
2025-10-31T14:04:40.380274+00:00,171.79.227.101,,,cd /tmp,19228da713,630f1,Command Injection,349,23.0,0.0,touch
2025-10-31T14:04:52.380274+00:00,171.79.199.240,,,exit,6a600652b1,80610,Brute Force,14,0.0,1.0,other
2025-10-31T14:05:42.380274+00:00,171.79.20.37,,,exit,68a7f980ea,e7b70,Other,71,0.0,2.0,other
2025-10-31T14:06:34.380274+00:00,171.79.23.11,user,3344,uname -a,32a8d18617,61e89,Other,88,0.0,1.0,other
2025-10-31T14:06:13.380274+00:00,171.79.74.159,,,,ade1f75782,dec06,Other,75,1.0,2.0,other
2025-10-31T14:06:40.380274+00:00,171.79.74.29,,,cd /tmp,1ae5123d95,bf24b,Brute Force,75,4.0,5.0,other
2025-10-31T14:07:08.380274+00:00,171.79.40.203,,,exit,7826730fd3,9c7e5,Command Injection,392,11.0,1.0,echo
2025-10-31T14:07:40.380274+00:00,171.79.185.70,,,,2e65ce9b1e,e7066,Other,127,0.0,2.0,other
2025-10-31T14:08:12.380274+00:00,171.79.17.10,root,,touch password.txt,b1fc1cc434,c0562,Brute Force,82,2.0,1.0,other
2025-10-31T14:09:31.380274+00:00,171.79.109.93,admin,toor,uname -a,2e202215f7,ecdf5,Command Injection,193,10.0,1.0,mkdir
2025-10-31T14:09:19.380274+00:00,171.79.117.229,admin,3344,ls,9390ea20e4,841f0,Command Injection,173,18.0,1.0,exit
2025-10-31T14:09:56.380274+00:00,171.79.156.220,,,mkdir phoenix,b9611c42,58aee,Brute Force,78,1.0,6.0,other
2025-10-31T14:10:52.380274+00:00,171.79.112.91,,,uname -a,6a580df74e,b4337,Brute Force,119,0.0,3.0,other
2025-10-31T14:11:24.380274+00:00,171.79.190.206,test,toor,,44b28228b1,b93f4,Command Injection,369,15.0,0.0,ls
2025-10-31T14:11:40.380274+00:00,171.79.201.74,oracle,pass,,2a2b30b77,bc6b6,Command Injection,278,17.0,0.0,touch
2025-10-31T14:11:37.380274+00:00,171.79.133.178,,,ifconfig,8483327ed8,e3f4f,Command Injection,275,7.0,1.0,ls
2025-10-31T14:13:06.380274+00:00,171.79.45.36,oracle,root,cat password.txt,44227815c7,b852a,Brute Force,35,0.0,2.0,other
2025-10-31T14:13:17.380274+00:00,171.79.57.184,ftp,3344,cat password.txt,8ce6b410f,deda2,Brute Force,74,2.0,8.0,other
2025-10-31T14:13:17.380274+00:00,171.79.14.109,,,,adf2f9b439,7acd1,Command Injection,111,24.0,0.0,exit
2025-10-31T14:13:38.380274+00:00,171.79.103.84,admin,3344,cd /tmp,23d8b9a441,2b7c1,Command Injection,242,24.0,0.0,ifconfig
2025-10-31T14:14:27.380274+00:00,171.79.87.68,oracle,pass,ls,82f185950e,2d3c3,Command Injection,53,27.0,0.0,exit
2025-10-31T14:15:00.380274+00:00,171.79.204.152,,,echo 'hi',aa6ee1f941,3b490,Brute Force,39,2.0,5.0,other
2025-10-31T14:15:23.380274+00:00,171.79.185.54,test,toor,touch password.txt,7e48a60cbb,55e89,Command Injection,71,14.0,1.0,other
2025-10-31T14:16:27.380274+00:00,171.79.128.56,,,ls,b029ed3178,3e986,Command Injection,120,13.0,1.0,other
2025-10-31T14:16:52.380274+00:00,171.79.48.129,,,touch password.txt,1c77ccf0a8,9c8cc,Command Injection,134,26.0,1.0,cat
2025-10-31T14:17:18.380274+00:00,171.79.42.167,user,password,exit,649d0bd9c5,4da20,Brute Force,107,2.0,6.0,other
2025-10-31T14:17:43.380274+00:00,171.79.124.81,oracle,2233,ls,66e428b31e,c04b3,Command Injection,392,29.0,1.0,exit
2025-10-31T14:18:32.380274+00:00,171.79.131.37,root,toor,ifconfig,e1ac218cb0,dd0c0,Brute Force,77,3.0,3.0,other
